GENERIC_NAME,standardized_smiles
Methyl 4-thio-beta-D-glucopyranoside,CO[C@@H]1O[C@H](CO)[C@@H](S)[C@H](O)[C@H]1O
7-methyl-GpppA,Cn1c[n+]([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2[nH]c(N)nc(=O)c21
trans-2-hydroxycinnamic acid,O=C(O)/C=C/c1ccccc1O
"Methyl 4,6-O-[(1R)-1-carboxyethylidene]-beta-D-galactopyranoside",CO[C@@H]1O[C@@H]2CO[C@@](C)(C(=O)O)O[C@@H]2[C@H](O)[C@H]1O
4-hydroxybenzoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)cc1
L-gulonic acid 6-phosphate,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)(O)O
Roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
"2-amino-3-[4-hydroxy-6-oxo-3-(2-phenyl-cyclopropylimino)-cyclohexa-1,4-dienyl]-propionic acid",NC(CC1C/C(=N\C2CC2c2ccccc2)C(O)=CC1=O)C(=O)O
1'-Deazo-Thiamin Diphosphate,Cc1ccc(C[n+]2csc(CCO[P@@](=O)(O)OP(=O)(O)O)c2C)c(N)n1
"3-(1,10-Phenanthrol-2-Yl)-L-Alanine",N[C@@H](Cc1ccc2ccc3cccnc3c2n1)C(=O)O
1-(5-phospho-D-ribosyl)-ATP,N=c1c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
Trans-O-Hydroxy-Alpha-Methyl Cinnamate,C[C@H](Cc1ccccc1O)C(=O)O
"lambda-bis(2,2'-bipyridine)-(5-methyl-2-2'-bipyridine)-C9-adamantane ruthenium (II)",CC1=CC2=C3C=C(CCCCCCCCC(=O)N[C@H]4[C@@H]5C[C@H]6C[C@@H](C5)C[C@@H]4C6)C=CN3[Ru+2]34(N5C=CC=CC5=C5C=CC=CN53)(N3C=CC=CC3=C3C=CC=CN34)N2C=C1
(S)-DES-ME-AMPA,N[C@@H](Cc1co[nH]c1=O)C(=O)O
2H-Benzimidazol-2-amine,NC1N=c2ccccc2=N1
D-Myo-Inositol-Hexasulphate,O=S(=O)(O)O[C@H]1[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O
8-azaguanine,Nc1nc2[nH]nnc2c(=O)[nH]1
Nanaomycin D,C[C@@H]1O[C@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(O)cccc1C2=O
Virginiamycin M1,CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1
Propyl acetate,CCCOC(C)=O
p-Hydroxymercuribenzoic acid,O=C(O)c1ccc([Hg]O)cc1
"2,3-Dihydroxy-Benzoic Acid",O=C(O)c1cccc(O)c1O
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)O
[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid,C[C@H](O)[C@H](N)c1nc(Cc2c[nH]c3cccc(F)c23)c(O)n1CC(=O)O
Methacrylyl-Coenzyme A,C=C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
RU84687,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)c(C=O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O
Propyl Trihydrogen Diphosphate,CCCO[P@@](=O)(O)OP(=O)(O)O
Benzene Hexacarboxylic Acid,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O
6'-Methyl-Thiamin Diphosphate,Cc1nc(C)c(C[n+]2csc(CCO[P@@](=O)(O)OP(=O)(O)O)c2C)c(N)n1
Chymostatin,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C1CCNC(=N)N1)C(=O)N[C@H](C=O)Cc1ccccc1
1-Hydroxy-1-Thio-Glycerol,OC[C@@H](O)CSO
Topiroxostat,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1
"N,N-dimethylarginine",CN(C)/C(N)=N/CCC[C@H](N)C(=O)O
beta-Mannobiose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O
P-Cresol,Cc1ccc(O)cc1
Inhibitor Idd 384,Cc1ccccc1CC(=O)Nc1cc(C)c(S(=O)(=O)NCC(=O)O)c(C)c1
Bis(Adenosine)-5'-Triphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
Indole Naphthyridinone,CN(Cc1cn(C)c2ccccc12)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2
Dithioerythritol,O[C@H](CS)[C@@H](O)CS
D-tartaric acid,O=C(O)[C@@H](O)[C@H](O)C(=O)O
N-Hydroxy-4-phosphonobutanamide,O=C(CCCP(=O)(O)O)NO
beta-cellotriose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
Rutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
(4e)-4-Aminohex-4-Enoic Acid,C/C=C(/N)CCC(=O)O
AICA ribonucleotide,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1N
"1,2-Dichloro-Propane",C[C@@H](Cl)CCl
"2-(3,4-Dihydroxyphenyl)Acetic Acid",O=C(O)Cc1ccc(O)c(O)c1
N-(2-ferrocenylethyl)maleimide,O=C1C=CC(=O)N1CCC12C3C4C5C1[Fe]45321678C2C1C6C7C28
"2,4-Dihydroxy-Trans Cinnamic Acid",O=C(O)/C=C/c1ccc(O)cc1O
Bis(5-Amidino-Benzimidazolyl)Methane,N=C(N)c1ccc2nc(Cc3nc4ccc(C(=N)N)cc4[nH]3)[nH]c2c1
2-Bromo-6-chloro-purine,Clc1nc(Br)nc2nc[nH]c12
"L-Alfa-Lysophosphatidylcholine, Lauroyl",CCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
Prasterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
2-phospho-D-glyceric acid,O=C(O)[C@@H](CO)OP(=O)(O)O
Porphyrin Fe(III),C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3
"2,3,4,5,6-Pentafluorobenzyl Alcohol",OCc1c(F)c(F)c(F)c(F)c1F
"(3R)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-L-phenylalanine ethyl ester",CCOC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CSCCN1S(=O)(=O)c1ccc(C)cc1
UDP-alpha-D-xylose,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
Epsilon-N-methyllysine,CNCCCC[C@H](N)C(=O)O
"7,8-Diamino-Nonanoic Acid",C[C@H](N)[C@H](N)CCCCCC(=O)O
2-propenyl-N-acetyl-neuramic acid,C=CC[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1
Bis(Adenosine)-5'-Pentaphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
Thio-Maltopentaose,OC[C@H]1O[C@H](S[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](S[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](S)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1
"N-[2-hydroxy-1-indanyl]-5-[(2-tertiarybutylaminocarbonyl)-4(benzo[1,3]dioxol-5-ylmethyl)-piperazino]-4-hydroxy-2-(1-phenylethyl)-pentanamide",C[C@H](c1ccccc1)[C@@H](C[C@H](O)CN1CCN(Cc2ccc3c(c2)OCO3)C[C@H]1C(=O)NC(C)(C)C)C(=O)N[C@H]1c2ccccc2C[C@H]1O
"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)O)c1)c1cc(OC)c(OC)c(OC)c1
L-Threoninol,C[C@@H](O)[C@H](N)CO
"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide",N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1
2-Aminophenol,Nc1ccccc1O
Isocitric Acid,O=C(O)C[C@H](C(=O)O)[C@H](O)C(=O)O
"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC
"1D-myo-inositol 1,3,4-trisphosphate",O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
(S)-wiskostatin,CN(C)C[C@H](O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21
"(4R,5S,6S,7R)-1,3-dibenzyl-4,7-bis(phenoxymethyl)-5,6-dihydroxy-1,3 diazepan-2-one",O=C1N(Cc2ccccc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccccc1
L-Phospholactate,C[C@@H](OP(=O)(O)O)C(=O)O
3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,O=C(O)C(=O)Nc1cc2ccccc2cc1C(=O)O
3-Chloroalaninate,N[C@H](CCl)C(=O)O
[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-]
"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",COC(=O)[C@H](Cc1cccc(C(=N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1
Phosphorylcolamine,NCCOP(=O)(O)O
L-alloisoleucine,CC[C@@H](C)[C@H](N)C(=O)O
"4-butyl-5-propyl-1,3-selenazol-2-amine",CCCCc1nc(N)[se]c1CCC
CRA_17693,N=C(N)c1ccc2[nH]c(-c3cc([C@@H](CC(=O)O)C(=O)O)cc(-c4ccccc4F)c3O)nc2c1
(3r)-1-Acetyl-3-Methylpiperidine,CC(=O)N1CCC[C@@H](C)C1
Camphor,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester,COC(=O)C1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1
D-Leucine,CC(C)C[C@@H](N)C(=O)O
Coprogen,CC(=O)N[C@@H](CCCN(O)C(=O)/C=C(\C)CCO)C(=O)OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C(=O)/C=C(\C)CCO)NC1=O
N-Benzyl-4-Sulfamoyl-Benzamide,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1
"1,2-Dimethoxyethane",COCCOC
1-naphthaleneacetic acid,O=C(O)Cc1cccc2ccccc12
Tetraiodothyroacetic acid,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1
S-adenosyl-L-homocysteine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
4-oxo-nicotinamide-adenine dinucleotide phosphate,NC(=O)[C@H]1C=[N+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1=O
"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",Cn1c(=O)c(O)c(O)c2ccccc21
N-[Isoleucinyl]-N'-[adenosyl]-diaminosufone,CC[C@H](C)[C@H](N)C(=O)NS(=O)(=O)NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
4-phospho-L-threonic acid,O=C(O)[C@H](O)[C@@H](O)COP(=O)(O)O
3-Iodo-Tyrosine,N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O
Kojic acid,O=c1cc(CO)occ1O
2-Methoxy-3-Isopropylpyrazine,COc1nccnc1C(C)C
4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1H-imidazol-2-yl]-piperidine,C[C@H](Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1
7-thionicotinamide-adenine-dinucleotide phosphate,N=C(S)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
Dalfopristin,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12
"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12
Beta-(2-Naphthyl)-Alanine,N[C@@H](Cc1ccc2ccccc2c1)C(=O)O
Hemi-Babim,N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1
Methylumbelliferyl sialic acid,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)O)C[C@@H]1O
CRA_10991,N=C(N)c1cc2cc(-c3cccc(OC4CCCC4)c3O)[nH]c2cc1Cl
"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",Cn1cc(C2=C(c3cccc(NC[C@H](O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21
4-[3-carboxymethyl-3-(4-phosphonooxy-benzyl)-ureido]-4-[(3-cyclohexyl-propyl)-methyl-carbamoyl]butyric acid,CN(CCCC1CCCCC1)C(=O)[C@H](CCC(=O)O)NC(=O)N(CC(=O)O)Cc1ccc(OP(=O)(O)O)cc1
Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
CoA-S-trimethylene-acetyl-tryptamine,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCCCCC(=O)NCCc1c[nH]c2ccccc12
8-Aminotheophylline,Cn1c(=O)c2[nH]c(=N)[nH]c2n(C)c1=O
Fusicoccin,C=CC(C)(C)OC[C@H]1O[C@H](O[C@@H]2C3=C([C@H](C)COC(C)=O)C[C@H](O)[C@]3(C)/C=C3\[C@@H](COC)CC[C@H]3[C@@H](C)[C@H]2O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1O
Pyrazolanthrone,O=C1c2ccccc2-c2n[nH]c3cccc1c23
Pantothenic acid,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
4-Flourobenzenesulfonamide,NS(=O)(=O)c1ccc(F)cc1
Dimethylallyl Diphosphate,CC(C)=CCO[P@@](=O)(O)OP(=O)(O)O
D-Alanine,C[C@@H](N)C(=O)O
2-methyl-5-methylidenepyrimidin-4-imine,C=C1C=NC(C)=NC1=N
"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",N[C@H]1C=C(CO)C[C@H](O)[C@H]1O
(Rp)-cAMPS,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(S)O[C@H]2[C@H]1O
Piclamilast,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1
Adenylyl-(3'-5')-uridine 3'-monophosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2OP(=O)(O)O)[C@H]1O
SB-409513,O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(Cl)c(C(=O)O)c1
bis(molybdopterin)tungsten cofactor,Nc1nc2c(c(=O)[nH]1)NC1C3=C4S[W]5(SC6=C(S5)C5Nc7c(nc(N)[nH]c7=O)NC5OC6COP(=O)(O)O[Mg]OP(=O)(O)OCC4OC1N2)S3
Phenylboronic acid,OB(O)c1ccccc1
Quinolinic Acid,O=C(O)c1cccnc1C(=O)O
"(2R)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1H-imidazol-3-ium",NC[C@@]1(O)NC(=O)C(O)=[N+]1CC(=O)O
Ethyl Dihydrogen Diphosphate,CCO[P@@](=O)(O)OP(=O)(O)O
4-Hydroxy-3-Methyl Butyl Diphosphate,C[C@H](CO)CCO[P@@](=O)(O)OP(=O)(O)O
4-Nitrocatechol sulfate,O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)O)c1
"(4R)-7-Aza-7,8-dihydrolimonene",CC1=CC[C@H](N(C)C)CC1
2-(Trimethylammonium)Ethyl Thiol,C[N+](C)(C)CCS
"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",C=C[C@@H](N)C(=O)O
Monoisopropylphosphorylserine,CC(C)OP(=O)(O)OC[C@H](N)C(=O)O
10-decarboxymethylaclacinomycin A,CC[C@]1(O)Cc2cc3c(c(O)c2[C@@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@@H]4C[C@H](O)[C@@H](O[C@H]5CCC(=O)[C@@H](C)O5)[C@H](C)O4)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
"N-[(3Z)-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene]-N'-(4-chlorophenyl)urea",CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)n1
Thiarsahydroxy-Cysteine,N[C@@H](CS[AsH]O)C(=O)O
"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",C[C@@H](/C=C/C(=O)C=O)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1
"3h-Indole-5,6-Diol",Oc1cc2cc[nH]c2cc1O
"Adenosine 3',5'-diphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
Pyridoxyl-Glutamic Acid-5'-Monophosphate,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](CCC(=O)O)C(=O)O)c1O
2-Tridecanoyloxy-Pentadecanoic Acid,CCCCCCCCCCCCC(=O)O[C@@H](CCCCCCCCCCCC)CC(=O)O
Nz-(Dicarboxymethyl)Lysine,N[C@@H](CCCCNC(C(=O)O)C(=O)O)C(=O)O
Castanospermine,O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12
Threonine-Aspartic Ester,C[C@@H](O[C@@H](O)C[C@H](N)C(=O)O)[C@H](N)C(=O)O
O3-Sulfonylgalactose,O=S(=O)(O)O[C@@H]1[C@@H](O)[C@H](O)O[C@H](CO)[C@@H]1O
Phosphoenolpyruvate,C=C(OP(=O)(O)O)C(=O)O
2-{[4-(2-Acetylamino-2-pentylcarbamoyl-ethyl)-naphthalen-1-YL]-oxalyl-amino}-benzoic acid,CCCCCNC(=O)[C@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c2ccccc12)NC(C)=O
"L-N(omega)-Nitroarginine-2,4-L-diaminobutyric amide",N=C(NCCC[C@H](N)C(=O)N[C@@H](CCN)C(N)=O)N[N+](=O)[O-]
"(4R,5R)-1,2-dithiane-4,5-diol",O[C@H]1CSSC[C@@H]1O
Beta-D-Glucopyranose Spirohydantoin,O=C1NC(=O)[C@]2(N1)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
"(3S)-Tetrahydro-3-furanyl {(2S,3S)-4-[(2S,4R)-4-{(1S,2R)-2-[(S)-amino(hydroxy)methoxy]-2,3-dihydro-1H-inden-1-yl}-2-benzyl-3-oxo-2-pyrrolidinyl]-3-hydroxy-1-phenyl-2-butanyl}carbamate",N[C@@H](O)O[C@@H]1Cc2ccccc2[C@@H]1[C@@H]1CN[C@@](Cc2ccccc2)(CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CCOC2)C1=O
2-amino-8-methyl-4(1H)-quinazolinone,Cc1cccc2c(=O)nc(N)[nH]c12
N-Butyl Isocyanide,[C-]#[N+]CCCC
"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",COc1c(F)c(F)c(C(N)=O)c(F)c1F
Desulfo-coenzyme A,CCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
AP-22408,CC(=O)N[C@@H](Cc1ccc(P(=O)(O)O)c(P(=O)(O)O)c1)C(=O)N[C@H]1CCCCc2cc(OCC3CCCCC3)c(C(N)=O)cc21
Tryptophanyl-5'amp,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)[C@@H](O)[C@H]1O
4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid,C[P@](=O)(O)CC(=O)CC(=O)O
Canavanine,N=C(N)NOCC[C@H](N)C(=O)O
"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",N[C@@H](CCC(=O)N[C@@H](CS[C@@H]1c2ccccc2-c2ccccc2[C@H]1O)C(=O)NCC(=O)O)C(=O)O
4R-Fluoro-N6-ethanimidoyl-L-lysine,C/C(N)=N\CC[C@H](F)C[C@H](N)C(=O)O
"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",O=C(C1CCN(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1
O-acetyl-L-serine,CC(=O)OC[C@H](N)C(=O)O
"6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone",Cc1c(-c2cc(Br)c(O)c(Br)c2)oc2ccc(O)cc2c1=O
Propylene glycol,CC(O)CO
2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate,O=P(O)(O)/C=C/[C@@H](O)[C@@H](O)[C@H](O)CCO
"4,6-Dideoxyglucose",C[C@@H]1C[C@H](O)[C@@H](O)[C@@H](O)O1
3'-Phosphate-Adenosine-5'-Diphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
"(5S,7R,8S,9S,10R)-3-Amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",NN1C(=O)N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O
"N,N-dimethylformamide",CN(C)C=O
Oxidized coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSO
N-Carbamyl-D-Valine,CC(C)[C@@H](NC(N)=O)C(=O)O
Dihydrouracil,O=C1CCNC(=O)N1
"(2S,3S,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",CO[C@H](Cc1ccccc1)[C@H](C)/C=C(C)/C=C/[C@H](N)[C@H](C)C(=O)O
Tetrabutylammonium Ion,CCCC[N+](CCCC)(CCCC)CCCC
Kaempherol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
Bacteriochlorophyll A,CC[C@H]1c2cc3[nH]c4c(c3C)C(=O)[C@H](C(=O)OC)c4c3nc(cc4[nH]c(cc(n2)[C@@H]1C)c(C(C)=O)c4C)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
5-Bromonicotinamide,NC(=O)c1cncc(Br)c1
5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid,C[C@@H]1C[C@@H](N(C)O)N[C@H]1C(=O)O
Pimelic Acid,O=C(O)CCCCCC(=O)O
